fromaccount,toaccount,syscode,timestamp,amount
E55752,1000176,99,2014/10/8 15:56,800
C77949,1000176,99,2014/10/8 15:56,800
E59925,1000176,99,2014/10/8 15:57,580
B35285,1000176,99,2014/10/8 11:34,1280
A79068,1000176,99,2014/10/8 11:51,2000
E31671,1000176,99,2014/10/8 12:11,2300
C50397,1000176,99,2014/10/8 12:53,680
D73200,1000176,99,2014/10/8 12:54,680
B48702,1000176,99,2014/10/8 14:14,750
B51135,1000176,99,2014/10/8 15:37,680
C35828,1000176,99,2014/10/8 15:38,2000
A71789,1000176,99,2014/10/8 12:56,300
D36229,1000176,99,2014/10/8 15:10,1700
E79300,1000176,99,2014/10/8 15:14,3800
E74906,1000176,99,2014/10/8 15:52,2000
C48127,1000176,99,2014/10/8 16:57,2000
B73776,1000176,99,2014/10/8 16:56,2130
E59635,1000176,99,2014/10/8 11:32,450
C23713,1000176,99,2014/10/8 11:42,230
E74901,1000176,99,2014/10/8 11:50,2750
D42076,1000176,99,2014/10/8 12:04,2300
B54391,1000176,99,2014/10/8 12:59,1600
A45901,1000176,99,2014/10/8 13:15,1700
D61741,1000176,99,2014/10/8 14:50,1700
A62908,1000176,99,2014/10/8 17:01,30
E17462,1000176,99,2014/10/8 16:54,30
C66477,1000176,99,2014/10/8 11:35,680
C46461,1000176,99,2014/10/8 13:01,3000
B54391,1000176,99,2014/10/8 13:02,880
D79716,1000176,99,2014/10/8 16:44,1000
D71834,1000176,99,2014/10/8 11:25,360
A77085,1000176,99,2014/10/8 11:59,1600
D69400,1000176,99,2014/10/8 12:12,1150
B23167,1000176,99,2014/10/8 16:00,1360
D31531,1000176,99,2014/10/8 16:01,680
D45155,1000176,99,2014/10/8 12:03,980
E60237,1000176,99,2014/10/8 17:39,1150
B79014,1000176,99,2014/10/8 12:00,400
B59175,1000176,99,2014/10/8 13:23,2280
B76060,1000176,99,2014/10/8 13:25,2900
E77150,1000176,99,2014/10/8 11:47,2300
D74175,1000176,99,2014/10/8 17:24,1500
CD8341,1000176,99,2014/10/8 17:27,400
C39733,1000176,99,2014/10/8 11:37,600
A54531,1000176,99,2014/10/8 16:41,2040
B78732,1000176,99,2014/10/8 17:09,2550
E79434,1000176,99,2014/10/8 11:26,750
E55570,1000176,99,2014/10/8 11:53,1200
B66472,1000176,99,2014/10/8 13:50,3000
B66410,1000176,99,2014/10/8 15:27,1600
B69795,1000176,99,2014/10/8 15:32,1360
B74414,1000176,99,2014/10/8 17:37,750
D70169,1000176,99,2014/10/8 17:29,1200
B76773,1000176,99,2014/10/8 17:34,650
D68725,1000176,99,2014/10/8 17:31,1180
D30295,1000176,99,2014/10/8 13:33,4140
A35423,1000176,99,2014/10/8 13:40,500
D71434,1000176,99,2014/10/8 13:40,2000
C27357,1000176,99,2014/10/8 14:00,680
A42244,1000176,99,2014/10/8 14:01,1600
C27357,1000176,99,2014/10/8 14:01,920
E50183,1000176,99,2014/10/8 14:02,680
A78416,1000176,99,2014/10/8 15:06,1780
D53139,1000176,99,2014/10/8 17:08,680
D58811,1000176,99,2014/10/8 11:58,680
A62093,1000176,99,2014/10/8 17:24,680
D61915,1000176,99,2014/10/8 11:59,2030
C60568,1000176,99,2014/10/8 17:35,2700
E59635,1000176,99,2014/10/8 11:30,1800
E59635,1000176,99,2014/10/8 11:30,300
B35285,1000176,99,2014/10/8 11:36,1580
C76127,1000176,99,2014/10/8 11:39,500
E23253,1000176,99,2014/10/8 11:52,680
C62906,1000176,99,2014/10/8 11:46,1500
D39284,1000176,99,2014/10/8 12:04,1200
C78392,1000176,99,2014/10/8 17:35,1360
D11649,1000176,99,2014/10/8 11:29,2360
C74845,1000176,99,2014/10/8 11:37,680
E32171,1000176,99,2014/10/8 12:01,680
C44036,1000176,99,2014/10/8 17:09,1500
D74175,1000176,99,2014/10/8 17:27,1500
A74199,1000176,99,2014/10/8 17:35,1200
A76310,1000176,99,2014/10/8 17:43,1280
A65144,1000176,99,2014/10/8 18:37,1200
E55451,1000176,99,2014/10/8 19:34,4080
A19609,1000176,99,2014/10/8 19:36,600
D37487,1000176,99,2014/10/8 20:22,1380
D65993,1000176,99,2014/10/8 17:42,1000
C72927,1000176,99,2014/10/8 18:44,780
E55132,1000176,99,2014/10/8 18:23,1330
B48702,1000176,99,2014/10/8 19:47,1480
B60846,1000176,99,2014/10/8 19:51,900
E61917,1000176,99,2014/10/8 19:57,2400
A35726,1000176,99,2014/10/8 19:16,1500
B54530,1000176,99,2014/10/8 19:24,3300
E64153,1000176,99,2014/10/8 20:01,1500
C32503,1000176,99,2014/10/8 20:04,1750
D72844,1000176,99,2014/10/8 17:57,650
D53453,1000176,99,2014/10/8 20:14,3200
B60214,1000176,99,2014/10/8 20:21,1380
B31163,1000176,99,2014/10/8 17:49,1380
E71048,1000176,99,2014/10/8 18:07,2280
B60586,1000176,99,2014/10/8 18:06,1360
A65785,1000176,99,2014/10/8 18:02,2500
A71454,1000176,99,2014/10/8 20:49,1700
E72359,1000176,99,2014/10/8 20:50,1700
A73869,1000176,99,2014/10/8 21:48,1180
B66889,1000176,99,2014/10/8 21:25,900
E63135,1000176,99,2014/10/8 21:26,1280
D46285,1000176,99,2014/10/8 21:27,650
B73262,1000176,99,2014/10/8 22:13,1600
A75577,1000176,99,2014/10/8 17:35,1500
C57939,1000176,99,2014/10/8 17:50,1600
C52172,1000176,99,2014/10/8 19:12,1360
E75248,1000176,99,2014/10/8 19:14,580
E70402,1000176,99,2014/10/8 19:14,1200
D38601,1000176,99,2014/10/8 19:15,550
B26575,1000176,99,2014/10/8 21:33,2400
D42473,1000176,99,2014/10/8 18:22,1330
B56974,1000176,99,2014/10/8 18:33,1380
C66760,1000176,99,2014/10/8 20:54,1200
C54737,1000176,99,2014/10/8 20:55,1500
A71117,1000176,99,2014/10/8 21:00,3200
A73869,1000176,99,2014/10/8 21:44,2000
A76192,1000176,99,2014/10/8 21:01,1300
D68237,1000176,99,2014/10/8 21:01,1600
E74666,1000176,99,2014/10/8 21:02,1600
A72199,1000176,99,2014/10/8 21:24,1000
D78361,1000176,99,2014/10/8 18:00,1200
E48047,1000176,99,2014/10/8 18:34,80
C66963,1000176,99,2014/10/8 8:05,2000
D76806,1000176,99,2014/10/8 7:43,500
C72524,1000176,99,2014/10/8 9:03,1380
A68921,1000176,99,2014/10/8 9:23,680
A75934,1000176,99,2014/10/8 9:23,680
B35774,1000176,99,2014/10/8 10:55,1500
A66406,1000176,99,2014/10/8 8:16,3200
B39878,1000176,99,2014/10/8 8:56,1500
C34695,1000176,99,2014/10/8 10:06,1500
A59354,1000176,99,2014/10/8 10:55,500
C77794,1000176,99,2014/10/8 7:36,2580
E76937,1000176,99,2014/10/8 8:07,1470
C46441,1000176,99,2014/10/8 9:17,1180
A75934,1000176,99,2014/10/8 9:24,1380
E64766,1000176,99,2014/10/8 9:50,4400
C72797,1000176,99,2014/10/8 7:48,750
B76060,1000176,99,2014/10/8 9:43,800
E18105,1000176,99,2014/10/8 9:32,1200
C47055,1000176,99,2014/10/8 9:53,2000
E70266,1000176,99,2014/10/8 9:55,750
C57525,1000176,99,2014/10/8 9:57,1500
E47017,1000176,99,2014/10/8 7:37,3700
D78875,1000176,99,2014/10/8 9:46,1700
E70724,1000176,99,2014/10/8 9:30,1200
B50850,1000176,99,2014/10/8 10:11,1700
C65977,1000176,99,2014/10/8 10:49,1500
E79351,1000176,99,2014/10/8 7:36,2280
E54241,1000176,99,2014/10/8 7:19,2000
B64497,1000176,99,2014/10/8 7:19,680
C65067,1000176,99,2014/10/8 7:40,500
D62094,1000176,99,2014/10/8 7:17,750
B49752,1000176,99,2014/10/9 7:25,1950
A69422,1000176,99,2014/10/9 7:27,750
E50972,1000176,99,2014/10/9 7:27,880
E72277,1000176,99,2014/10/9 9:17,4780
D17204,1000176,99,2014/10/9 10:10,400
C59863,1000176,99,2014/10/9 11:01,680
A59335,1000176,99,2014/10/9 7:31,2000
B69010,1000176,99,2014/10/9 8:06,750
D39042,1000176,99,2014/10/9 11:22,680
B27667,1000176,99,2014/10/9 9:33,600
D72397,1000176,99,2014/10/9 9:39,1500
A73869,1000176,99,2014/10/9 9:54,2250
A38209,1000176,99,2014/10/9 9:54,2900
C34680,1000176,99,2014/10/9 9:58,1700
D74175,1000176,99,2014/10/9 8:48,750
E25684,1000176,99,2014/10/9 7:31,2040
D28232,1000176,99,2014/10/9 11:06,2000
B48892,1000176,99,2014/10/9 7:37,330
C54120,1000176,99,2014/10/9 9:47,1280
E18580,1000176,99,2014/10/9 11:18,1360
C76641,1000176,99,2014/10/9 7:47,600
C59863,1000176,99,2014/10/9 10:51,1500
E76937,1000176,99,2014/10/9 7:41,1480
B50564,1000176,99,2014/10/9 9:09,2750
D76806,1000176,99,2014/10/9 9:15,400
B40858,1000176,99,2014/10/9 7:25,800
B48892,1000176,99,2014/10/9 7:36,750
D71434,1000176,99,2014/10/9 8:03,750
C33435,1000176,99,2014/10/9 9:22,1800
D17204,1000176,99,2014/10/9 9:24,2000
B74754,1000176,99,2014/10/9 8:30,1200
B74754,1000176,99,2014/10/9 8:31,500
A51941,1000176,99,2014/10/9 9:44,1280
A46189,1000176,99,2014/10/9 9:44,1280
B69010,1000176,99,2014/10/9 8:05,2000
D74175,1000176,99,2014/10/9 8:47,1500
C72797,1000176,99,2014/10/9 7:30,750
A28505,1000176,99,2014/10/9 9:16,2300
B77834,1000176,99,2014/10/9 7:38,1600
D47731,1000176,99,2014/10/9 9:38,1200
E61115,1000176,99,2014/10/9 11:27,1500
C70716,1000176,99,2014/10/9 8:42,2900
A72752,1000176,99,2014/10/9 9:36,650
C60244,1000176,99,2014/10/9 9:42,1700
E77609,1000176,99,2014/10/9 9:43,1300
D58811,1000176,99,2014/10/9 11:19,1200
E47615,1000176,99,2014/10/9 11:28,500
A59329,1000176,99,2014/10/9 7:30,750
D63949,1000176,99,2014/10/9 7:30,750
A76574,1000176,99,2014/10/9 17:26,1380
E69834,1000176,99,2014/10/9 17:52,680
C35298,1000176,99,2014/10/9 18:19,1200
C59147,1000176,99,2014/10/9 18:09,1360
B49486,1000176,99,2014/10/9 18:22,4100
C66760,1000176,99,2014/10/9 19:00,700
E77510,1000176,99,2014/10/9 12:00,650
A27055,1000176,99,2014/10/9 12:03,2000
B50794,1000176,99,2014/10/9 11:58,680
A43836,1000176,99,2014/10/9 16:46,680
E35995,1000176,99,2014/10/9 15:22,1800
E47615,1000176,99,2014/10/9 15:23,2000
D68679,1000176,99,2014/10/9 15:24,680
A49051,1000176,99,2014/10/9 17:30,1380
C77794,1000176,99,2014/10/9 17:44,1750
A46658,1000176,99,2014/10/9 18:25,2660
C69154,1000176,99,2014/10/9 18:13,680
B46764,1000176,99,2014/10/9 18:36,1200
E23069,1000176,99,2014/10/9 18:08,600
D45307,1000176,99,2014/10/9 19:16,700
C50193,1000176,99,2014/10/9 19:16,1780
C69427,1000176,99,2014/10/9 19:17,200
B54530,1000176,99,2014/10/9 20:18,2460
C36176,1000176,99,2014/10/9 20:19,1460
D62075,1000176,99,2014/10/9 20:20,680
E65572,1000176,99,2014/10/9 20:24,1280
B27304,1000176,99,2014/10/9 22:17,2780
C49161,1000176,99,2014/10/9 11:31,1880
C54294,1000176,99,2014/10/9 11:43,1380
C31071,1000176,99,2014/10/9 12:10,680
E17462,1000176,99,2014/10/9 16:50,280
E59862,1000176,99,2014/10/9 16:22,1380
E65578,1000176,99,2014/10/9 15:43,1430
E63398,1000176,99,2014/10/9 15:47,2730
A68807,1000176,99,2014/10/9 15:46,2710
B35774,1000176,99,2014/10/9 15:48,1380
D68345,1000176,99,2014/10/9 17:12,1500
A64360,1000176,99,2014/10/9 18:01,680
B14978,1000176,99,2014/10/9 18:02,1200
B14978,1000176,99,2014/10/9 18:02,300
B55230,1000176,99,2014/10/9 18:21,880
A56378,1000176,99,2014/10/9 19:22,580
D65333,1000176,99,2014/10/9 18:44,3600
E59582,1000176,99,2014/10/9 21:16,2000
D50723,1000176,99,2014/10/9 22:34,1380
A66944,1000176,99,2014/10/9 22:38,1200
B68444,1000176,99,2014/10/9 11:33,880
B48702,1000176,99,2014/10/9 11:59,1400
E71301,1000176,99,2014/10/9 12:03,680
C63564,1000176,99,2014/10/9 15:49,1200
D79576,1000176,99,2014/10/9 15:50,1150
D78944,1000176,99,2014/10/9 13:32,880
E61115,1000176,99,2014/10/9 17:14,1500
A64676,1000176,99,2014/10/9 17:51,680
B60984,1000176,99,2014/10/9 19:26,4300
B72497,1000176,99,2014/10/9 19:30,1500
C63417,1000176,99,2014/10/9 19:32,2300
D47168,1000176,99,2014/10/9 20:26,880
E55451,1000176,99,2014/10/9 21:24,2580
D50295,1000176,99,2014/10/9 21:27,2460
D70101,1000176,99,2014/10/9 11:42,1280
D71238,1000176,99,2014/10/9 15:54,1600
D45307,1000176,99,2014/10/9 16:33,580
E75506,1000176,99,2014/10/9 14:32,1280
C62465,1000176,99,2014/10/9 17:26,1250
D77094,1000176,99,2014/10/9 17:40,980
A73823,1000176,99,2014/10/9 18:27,2000
C26964,1000176,99,2014/10/9 18:14,1600
D61914,1000176,99,2014/10/9 18:48,3000
E74645,1000176,99,2014/10/9 18:49,1200
C79746,1000176,99,2014/10/9 18:50,1200
E76263,1000176,99,2014/10/9 18:50,880
B59364,1000176,99,2014/10/9 18:51,4000
D48891,1000176,99,2014/10/9 19:37,1800
D64780,1000176,99,2014/10/9 19:45,1780
D41095,1000176,99,2014/10/9 19:48,880
D52556,1000176,99,2014/10/9 11:42,2350
E59862,1000176,99,2014/10/9 16:23,880
C62573,1000176,99,2014/10/9 15:26,1500
B50850,1000176,99,2014/10/9 15:32,1500
A75642,1000176,99,2014/10/9 15:32,200
A78687,1000176,99,2014/10/9 15:33,1700
C78549,1000176,99,2014/10/9 15:34,2000
D79477,1000176,99,2014/10/9 17:30,1550
B64512,1000176,99,2014/10/9 17:36,1180
C76926,1000176,99,2014/10/9 17:45,1980
B66889,1000176,99,2014/10/9 17:57,580
E53823,1000176,99,2014/10/9 18:53,680
B62626,1000176,99,2014/10/9 18:54,2400
B78732,1000176,99,2014/10/9 19:53,2200
B73640,1000176,99,2014/10/9 19:58,700
A69251,1000176,99,2014/10/9 20:10,680
B40103,1000176,99,2014/10/9 13:01,1200
D66113,1000176,99,2014/10/9 13:01,1700
A59537,1000176,99,2014/10/9 15:33,1360
A74699,1000176,99,2014/10/9 17:12,1200
B55626,1000176,99,2014/10/9 17:12,680
B31299,1000176,99,2014/10/9 17:39,1430
D71126,1000176,99,2014/10/9 18:02,680
C69680,1000176,99,2014/10/9 20:03,1700
A34650,1000176,99,2014/10/9 20:09,2060
E63145,1000176,99,2014/10/9 20:09,680
B41917,1000176,99,2014/10/9 20:46,4680
D62094,1000176,99,2014/10/9 11:43,1780
B70557,1000176,99,2014/10/9 12:17,1300
A73350,1000176,99,2014/10/9 13:07,2300
E46279,1000176,99,2014/10/9 13:09,1600
D17082,1000176,99,2014/10/9 15:55,2000
D72397,1000176,99,2014/10/9 17:36,2200
B76773,1000176,99,2014/10/9 17:40,400
C69154,1000176,99,2014/10/9 18:15,980
B78592,1000176,99,2014/10/9 20:53,2000
B78592,1000176,99,2014/10/9 20:52,1200
E39390,1000176,99,2014/10/9 11:35,680
B41386,1000176,99,2014/10/9 16:00,1180
A74466,1000176,99,2014/10/9 16:01,680
D75238,1000176,99,2014/10/9 16:01,680
D57159,1000176,99,2014/10/9 13:41,750
A71793,1000176,99,2014/10/9 13:41,1200
B61830,1000176,99,2014/10/9 13:42,580
D61440,1000176,99,2014/10/9 13:42,1330
D45024,1000176,99,2014/10/9 14:49,600
C75377,1000176,99,2014/10/9 14:51,3000
A40067,1000176,99,2014/10/9 14:52,1200
B42387,1000176,99,2014/10/9 14:52,1200
D60389,1000176,99,2014/10/9 17:27,1700
E71209,1000176,99,2014/10/9 17:39,1860
D45155,1000176,99,2014/10/9 17:41,1300
E74327,1000176,99,2014/10/9 12:00,1380
C76641,1000176,99,2014/10/9 12:35,2700
B19491,1000176,99,2014/10/9 12:27,4100
C37141,1000176,99,2014/10/9 12:51,1700
A43836,1000176,99,2014/10/9 16:48,4400
B42387,1000176,99,2014/10/9 14:53,880
C75377,1000176,99,2014/10/9 14:57,400
D79156,1000176,99,2014/10/9 17:23,1500
B58313,1000176,99,2014/10/9 18:05,980
B31046,1000176,99,2014/10/9 11:43,320
D79576,1000176,99,2014/10/9 15:35,2000
B73332,1000176,99,2014/10/9 15:37,680
C33074,1000176,99,2014/10/9 15:37,1230
E66725,1000176,99,2014/10/9 17:11,1360
D79617,1000176,99,2014/10/9 17:53,1280
E62359,1000176,99,2014/10/9 17:53,680
D57617,1000176,99,2014/10/9 17:48,1380
B36592,1000176,99,2014/10/9 17:49,1380
D75240,1000176,99,2014/10/9 18:16,1700
E67676,1000176,99,2014/10/9 11:33,1000
D78875,1000176,99,2014/10/9 11:42,1700
D74427,1000176,99,2014/10/9 11:38,1360
B79401,1000176,99,2014/10/9 12:02,3000
A67477,1000176,99,2014/10/9 12:12,1200
A35423,1000176,99,2014/10/9 13:43,500
E63726,1000176,99,2014/10/9 17:32,3000
D31854,1000176,99,2014/10/9 17:36,1700
D75238,1000176,99,2014/10/9 16:04,580
A74466,1000176,99,2014/10/9 16:05,750
E36646,1000176,99,2014/10/9 13:44,2400
E59171,1000176,99,2014/10/9 13:46,2300
B22037,1000176,99,2014/10/9 13:47,680
E14779,1000176,99,2014/10/9 13:48,680
B78222,1000176,99,2014/10/9 13:49,1500
E36646,1000176,99,2014/10/9 13:59,400
C76915,1000176,99,2014/10/9 14:00,4000
E21794,1000176,99,2014/10/9 14:01,2880
D46285,1000176,99,2014/10/9 17:28,80
C65724,1000176,99,2014/10/9 17:43,3230
D72079,1000176,99,2014/10/9 17:41,680
B69584,1000176,99,2014/10/9 17:56,3600
C74969,1000176,99,2014/10/9 11:40,1500
D63228,1000176,99,2014/10/9 11:44,900
D58811,1000176,99,2014/10/9 12:35,1880
D71434,1000176,99,2014/10/9 15:08,2000
D55881,1000176,99,2014/10/9 15:11,880
D48891,1000176,99,2014/10/9 15:13,1200
C48570,1000176,99,2014/10/9 15:14,1300
E48347,1000176,99,2014/10/9 15:14,2480
D29767,1000176,99,2014/10/9 15:16,1880
E79351,1000176,99,2014/10/9 15:38,370
E79351,1000176,99,2014/10/9 15:38,1600
E61355,1000176,99,2014/10/9 17:44,1710
E72848,1000176,99,2014/10/9 11:45,2000
D73178,1000176,99,2014/10/9 16:27,1200
C49140,1000176,99,2014/10/9 15:39,680
E78088,1000176,99,2014/10/9 15:39,680
D61547,1000176,99,2014/10/9 15:40,500
B77987,1000176,99,2014/10/9 15:39,1280
A54531,1000176,99,2014/10/9 15:40,1700
B57245,1000176,99,2014/10/9 15:41,900
D65599,1000176,99,2014/10/9 17:53,1260
E55137,1000176,99,2014/10/9 17:49,1180
D56565,1000176,99,2014/10/9 12:03,2000
B79014,1000176,99,2014/10/9 13:22,1500
D36239,1000176,99,2014/10/9 13:25,1500
A56801,1000176,99,2014/10/9 13:27,2000
C28630,1000176,99,2014/10/9 17:57,1600
D42076,1000176,99,2014/10/9 11:46,2300
A31324,1000176,99,2014/10/9 11:44,680
D55856,1000176,99,2014/10/9 12:03,680
D50941,1000176,99,2014/10/9 13:28,550
B60744,1000176,99,2014/10/9 14:04,1500
B43974,1000176,99,2014/10/9 14:10,680
C38694,1000176,99,2014/10/9 14:10,680
A25248,1000176,99,2014/10/9 17:18,3000
E37842,1000176,99,2014/10/10 15:56,2180
A79685,1000176,99,2014/10/10 16:05,1200
B75410,1000176,99,2014/10/10 16:08,1700
A79333,1000176,99,2014/10/10 16:10,1700
B59424,1000176,99,2014/10/10 16:57,1380
D57595,1000176,99,2014/10/10 17:12,380
B41040,1000176,99,2014/10/10 16:02,380
B79014,1000176,99,2014/10/10 16:47,1000
D79653,1000176,99,2014/10/10 17:19,900
C66522,1000176,99,2014/10/10 16:16,1350
E37922,1000176,99,2014/10/10 15:20,1200
E53562,1000176,99,2014/10/10 15:21,380
A44096,1000176,99,2014/10/10 15:24,880
C65181,1000176,99,2014/10/10 17:12,380
A35593,1000176,99,2014/10/10 17:12,380
D64307,1000176,99,2014/10/10 17:16,380
A18774,1000176,99,2014/10/10 14:31,1800
B55492,1000176,99,2014/10/10 14:59,1280
A47418,1000176,99,2014/10/10 15:00,1200
B39713,1000176,99,2014/10/10 15:39,1500
D74647,1000176,99,2014/10/10 15:42,760
E34840,1000176,99,2014/10/10 15:43,1380
E71301,1000176,99,2014/10/10 15:45,380
A36719,1000176,99,2014/10/10 15:44,2700
E36687,1000176,99,2014/10/10 15:47,380
D42473,1000176,99,2014/10/10 15:46,4380
B61758,1000176,99,2014/10/10 17:05,3010
A47998,1000176,99,2014/10/10 17:41,750
A66264,1000176,99,2014/10/10 13:22,1700
D50326,1000176,99,2014/10/10 14:31,1180
B46013,1000176,99,2014/10/10 14:32,1080
E46540,1000176,99,2014/10/10 16:36,380
C63435,1000176,99,2014/10/10 17:03,760
E72057,1000176,99,2014/10/10 17:51,1200
B73373,1000176,99,2014/10/10 16:42,980
D74871,1000176,99,2014/10/10 15:25,1200
B57259,1000176,99,2014/10/10 15:24,1000
D22890,1000176,99,2014/10/10 15:25,600
D32984,1000176,99,2014/10/10 17:47,2600
A69185,1000176,99,2014/10/10 17:58,1400
E60894,1000176,99,2014/10/10 13:40,780
B52905,1000176,99,2014/10/10 15:30,1960
B64972,1000176,99,2014/10/10 15:30,3200
D46285,1000176,99,2014/10/10 15:30,3900
C29524,1000176,99,2014/10/10 15:31,880
B70557,1000176,99,2014/10/10 15:31,1300
E25684,1000176,99,2014/10/10 15:32,2800
E75585,1000176,99,2014/10/10 18:05,1500
B58335,1000176,99,2014/10/10 17:32,1330
C48864,1000176,99,2014/10/10 17:25,1500
B61448,1000176,99,2014/10/10 14:36,1700
E69488,1000176,99,2014/10/10 14:42,1500
B50564,1000176,99,2014/10/10 15:04,580
A75577,1000176,99,2014/10/10 15:10,1500
A48799,1000176,99,2014/10/10 15:12,1480
E37646,1000176,99,2014/10/10 15:53,1400
B79401,1000176,99,2014/10/10 17:23,1600
A69676,1000176,99,2014/10/10 17:23,400
A76310,1000176,99,2014/10/10 17:46,680
C57095,1000176,99,2014/10/10 16:47,1380
A38962,1000176,99,2014/10/10 15:55,1880
E68067,1000176,99,2014/10/10 17:32,2400
E26300,1000176,99,2014/10/10 17:32,1500
B78732,1000176,99,2014/10/10 16:54,1800
B69720,1000176,99,2014/10/10 15:32,1180
C66297,1000176,99,2014/10/10 15:33,1600
B36119,1000176,99,2014/10/10 17:10,380
C75570,1000176,99,2014/10/10 15:36,380
A27055,1000176,99,2014/10/10 15:36,380
D45117,1000176,99,2014/10/10 15:37,1200
D76770,1000176,99,2014/10/10 15:37,1500
C19546,1000176,99,2014/10/10 15:39,2000
E60148,1000176,99,2014/10/10 17:18,1830
D52556,1000176,99,2014/10/10 17:13,1600
B75505,1000176,99,2014/10/10 17:11,550
D78010,1000176,99,2014/10/10 17:38,1180
D76394,1000176,99,2014/10/10 17:35,880
A67051,1000176,99,2014/10/10 17:41,1200
E62470,1000176,99,2014/10/10 19:36,2480
A71416,1000176,99,2014/10/10 19:38,1900
E51566,1000176,99,2014/10/10 19:39,1800
E59469,1000176,99,2014/10/10 19:40,750
E62011,1000176,99,2014/10/10 17:55,580
B63797,1000176,99,2014/10/10 17:54,380
E53509,1000176,99,2014/10/10 18:08,1200
C79674,1000176,99,2014/10/10 18:07,1180
D30813,1000176,99,2014/10/10 18:08,1500
C70068,1000176,99,2014/10/10 9:37,200
E61991,1000176,99,2014/10/10 11:21,1080
C77794,1000176,99,2014/10/10 11:36,2780
A47919,1000176,99,2014/10/10 11:43,600
E51566,1000176,99,2014/10/10 19:44,880
C77974,1000176,99,2014/10/10 19:46,1350
C74845,1000176,99,2014/10/10 19:49,1180
A61292,1000176,99,2014/10/10 21:58,1500
D61100,1000176,99,2014/10/10 9:47,1500
E77150,1000176,99,2014/10/10 9:48,2300
C35828,1000176,99,2014/10/10 9:47,1500
A77559,1000176,99,2014/10/10 10:06,2000
C62906,1000176,99,2014/10/10 10:06,1500
B48437,1000176,99,2014/10/10 11:28,2200
C38338,1000176,99,2014/10/10 11:32,2000
C38338,1000176,99,2014/10/10 11:33,80
B35388,1000176,99,2014/10/10 22:04,3200
A79254,1000176,99,2014/10/10 22:08,1180
C66760,1000176,99,2014/10/10 18:18,1800
D33358,1000176,99,2014/10/10 18:42,800
E45441,1000176,99,2014/10/10 19:31,2380
D32079,1000176,99,2014/10/10 19:31,2180
B55230,1000176,99,2014/10/10 7:51,400
B50713,1000176,99,2014/10/10 7:59,680
A70031,1000176,99,2014/10/10 9:50,1360
B46450,1000176,99,2014/10/10 9:09,1200
B50564,1000176,99,2014/10/10 9:12,2000
E60605,1000176,99,2014/10/10 11:43,680
D74963,1000176,99,2014/10/10 11:57,680
C61809,1000176,99,2014/10/10 12:02,1500
B64512,1000176,99,2014/10/10 11:57,600
E79351,1000176,99,2014/10/10 7:41,1200
B54681,1000176,99,2014/10/10 7:45,500
B55063,1000176,99,2014/10/10 8:05,1200
D71434,1000176,99,2014/10/10 8:07,2650
D71975,1000176,99,2014/10/10 8:52,2300
A65552,1000176,99,2014/10/10 11:43,680
C70705,1000176,99,2014/10/10 12:13,3680
B66472,1000176,99,2014/10/10 19:52,1800
C62906,1000176,99,2014/10/10 19:52,2300
E57409,1000176,99,2014/10/10 20:25,4000
D32984,1000176,99,2014/10/10 7:34,2750
B71832,1000176,99,2014/10/10 9:30,580
E52796,1000176,99,2014/10/10 11:25,650
A71224,1000176,99,2014/10/10 11:34,1400
D74271,1000176,99,2014/10/10 11:35,1300
B67525,1000176,99,2014/10/10 13:03,1360
B45047,1000176,99,2014/10/10 13:04,1600
D30768,1000176,99,2014/10/10 13:05,2680
D61953,1000176,99,2014/10/10 19:58,1330
D61953,1000176,99,2014/10/10 19:59,1200
C31071,1000176,99,2014/10/10 20:00,380
B67265,1000176,99,2014/10/10 18:46,1850
A59306,1000176,99,2014/10/10 7:18,1700
B71683,1000176,99,2014/10/10 7:16,680
A44096,1000176,99,2014/10/10 11:29,400
CD8336,1000176,99,2014/10/10 11:31,500
B79401,1000176,99,2014/10/10 12:36,1730
C77749,1000176,99,2014/10/10 7:30,750
D73200,1000176,99,2014/10/10 7:30,750
C65067,1000176,99,2014/10/10 7:38,750
A75902,1000176,99,2014/10/10 8:58,1830
A45927,1000176,99,2014/10/10 12:24,1500
A63538,1000176,99,2014/10/10 20:36,580
E64693,1000176,99,2014/10/10 21:34,1150
E64766,1000176,99,2014/10/10 9:24,2020
D76939,1000176,99,2014/10/10 11:31,680
A61082,1000176,99,2014/10/10 11:37,500
E50796,1000176,99,2014/10/10 11:49,2000
A49865,1000176,99,2014/10/10 12:00,680
B23505,1000176,99,2014/10/10 20:04,3400
C74484,1000176,99,2014/10/10 7:32,680
B55230,1000176,99,2014/10/10 8:08,1200
B70557,1000176,99,2014/10/10 9:31,2980
E79351,1000176,99,2014/10/10 9:35,750
A50288,1000176,99,2014/10/10 12:02,2380
A35726,1000176,99,2014/10/10 20:09,700
D73200,1000176,99,2014/10/10 22:20,3200
D37814,1000176,99,2014/10/10 18:53,380
C65041,1000176,99,2014/10/10 21:38,2710
E68024,1000176,99,2014/10/10 7:18,1700
A68613,1000176,99,2014/10/10 7:16,680
B51470,1000176,99,2014/10/10 7:16,680
D43672,1000176,99,2014/10/10 9:53,500
C68309,1000176,99,2014/10/10 9:54,1200
A45224,1000176,99,2014/10/10 9:56,800
C61597,1000176,99,2014/10/10 11:36,2000
A39613,1000176,99,2014/10/10 12:40,650
B77722,1000176,99,2014/10/10 20:51,1780
